gauge_id,gauge_lat,gauge_lon,GPP_MODIS_gCperm2yr,NPP_MODIS_gCperm2yr,GPP_gCperm2yr,C4_fraction,C4_fraction_un
1350140,42.42897,-74.47293,1629.234783,995.1652174,1809.5485,1.18779718,
1365000,41.86648,-74.4871,1619.434783,982.3347826,1963.645,0.273974835,
1411300,39.30694,-74.82056,1551.104348,766.5391304,1870.5265,0.880746362,
1413500,42.14481,-74.65349,1126.791304,664.5826087,1838.9329,2.832147469,
1414500,42.1062,-74.73043,1578.978261,966.3521739,1751.7451,2.832147469,
1415000,42.12009,-74.81849,1576.265217,968.1130435,1909.7612,2.832147469,
1423000,42.1662,-75.13989,1314.430435,693.7304348,1881.6251,4.787465381,
1434025,41.99537,-74.50099,1573.313043,963.0434783,1867.0459,0.562448596,
1435000,41.89009,-74.58988,1619.73913,986.7608696,1894.6781,0.562448596,
1439500,41.08815,-75.03767,1602.834783,903.4304348,1736.0977,0.29963077,
